submitter_id.samples,cnv_vae_1,cnv_vae_2,cnv_vae_3,cnv_vae_4,cnv_vae_5,cnv_vae_6,cnv_vae_7,cnv_vae_8,cnv_vae_9,cnv_vae_10,cnv_vae_11,cnv_vae_12,cnv_vae_13,cnv_vae_14,cnv_vae_15,cnv_vae_16,cnv_vae_17,cnv_vae_18,cnv_vae_19,cnv_vae_20,cnv_vae_21,cnv_vae_22,cnv_vae_23,cnv_vae_24,cnv_vae_25,cnv_vae_26,cnv_vae_27,cnv_vae_28,cnv_vae_29,cnv_vae_30,cnv_vae_31,cnv_vae_32,label
TCGA-A1-A0SE-01,0.0052317604,0.007826235,-0.0010781437,0.0016378388,-0.00044834614,0.000849396,0.003215596,-0.0021150112,0.0050188564,0.0033065751,-0.0017444715,0.004562594,-0.00017942116,0.0038625225,0.0011361539,-0.0010438561,-0.00427147,0.0008299127,0.005890265,-0.0017151907,-0.0035185441,-6.3329935e-06,0.001313813,-0.0021809153,0.002404645,0.000111952424,0.0026611611,0.00054908637,9.174645e-05,-0.0015503811,0.0044015497,0.0015704241,1
TCGA-A1-A0SF-01,0.0057302415,0.0002866611,0.0037984326,-0.0041518584,-0.00038350374,-0.0028285943,0.006869018,-0.0016434565,-0.00020738319,0.00047863275,-0.003912255,0.0027051736,0.004066076,0.004626043,0.002923008,0.00018115342,-0.002454348,0.0024939068,0.0009986237,-0.0037993714,-0.0043913648,0.0014914721,-0.004444644,-0.0016578268,0.00027127564,-0.00011257082,-0.0010681003,0.002641053,-0.0037060902,-0.0021138238,-0.0016620085,0.0030717952,1
TCGA-A1-A0SG-01,0.00044008344,-0.0005872436,0.0018266365,-0.0034226105,-7.864088e-05,-0.0014795996,0.00303673,-0.0034723915,0.0014875941,-0.005952932,-0.0018074512,0.00842249,0.003690686,0.005003758,0.005748719,-0.0038686246,0.0011759922,0.002501592,0.0025019795,0.0011076331,-0.0016104206,0.0011868402,-0.0044874996,0.0055640563,-0.004776269,-0.005129084,-0.0041357726,0.0046044374,-0.0017733574,-0.002610688,-0.000121213496,0.000915925,1
TCGA-A1-A0SH-01,-0.0016860217,0.00538769,-0.0046915114,-0.00056643784,0.0012944937,-0.0010200478,0.0012862533,-0.008285299,0.0019279383,-0.0017358214,-0.0025228783,0.007852952,-0.0007183738,0.0017836392,0.0005940348,-0.0020549148,-0.0051105693,0.004208207,0.0052446052,0.008035094,-0.0021173432,0.00029233098,-0.0065735877,0.0060971603,-0.0044279546,-0.0026266128,-0.00018882006,-0.002483162,3.8407743e-05,-0.0039522545,0.008225329,0.0023017908,1
TCGA-A1-A0SI-01,0.0043349564,-0.0016862601,0.0046800673,-0.002612196,-0.0026034564,-0.0014497191,0.004009813,0.0009290874,0.00270636,0.001178138,-0.002950266,0.0038912194,0.0028559454,0.0030424967,0.0017042533,-0.0026484057,-0.0013201013,0.00021280721,0.00025703758,-0.0058120415,-0.005698912,0.00016801059,-0.0018632412,-0.00282662,0.0008899793,0.0003952086,-0.0008453429,0.004510385,-0.0025108457,-0.0014142664,0.00010634959,-0.00062305946,1
TCGA-A1-A0SJ-01,0.003809452,0.010258209,-0.005866982,0.0033036917,0.00022808462,5.5316836e-05,-0.0023651049,-0.007787138,0.0020902343,-0.00457339,-0.0011632219,0.006118253,-0.0017307736,0.004829742,0.00038302317,-0.0004941672,-0.00743296,0.0056265444,0.0061422437,0.011556342,-0.0018619038,0.0026876926,-0.0038239434,0.008970551,-0.002803333,-0.002571188,0.0010744929,-0.0035859784,0.00034561753,-0.0041962164,0.011823207,0.0023078313,1
TCGA-A1-A0SK-01,0.0068399683,-0.006152693,0.005091816,-0.0048803613,-0.0011781678,-0.0009446852,0.0044281483,0.0009428933,0.0027501807,-0.0027005598,0.0031518564,0.0036812015,0.0064764284,0.0045505986,0.003622938,-0.00446406,0.0025851503,-0.0036794543,-0.0006883219,-0.00859917,-0.0032796115,0.0016410276,0.00044977665,-8.1885606e-05,0.0043494776,-0.006272599,-0.0019531101,0.007099326,-0.00010392815,-0.0036262916,-0.0076992214,-0.0019132951,1
TCGA-A1-A0SM-01,-0.0014173165,0.007969253,-0.0041016787,0.0040736124,0.0013548359,0.0024269521,0.0054543987,-0.006629329,0.0009780042,-0.0028393492,-0.0035172105,0.011120397,-0.003438186,-0.0008986294,0.00067000836,-0.0029162616,-0.006796308,0.0062678084,0.007460326,0.0117127225,0.0011563636,-0.0009417981,-0.007801838,0.006540576,-0.009223178,-0.0029759854,-0.0009680912,-0.0026625851,0.000786826,-0.00466155,0.010753833,0.0044647055,1
TCGA-A1-A0SN-01,-0.004657984,0.00093463063,-0.0027217641,0.0032017305,0.0010383576,0.0019936785,0.009480827,0.00092142075,-0.0022464618,-0.0003733486,-1.989305e-05,0.0049265698,0.00020034984,-0.0029066876,-0.007469617,0.00020509958,-0.004289843,5.0224364e-05,-0.0046269223,-0.001104191,0.00048978254,0.0066350773,-0.002082482,0.0060503427,-0.0043374747,-0.0030618608,-0.002152495,-0.0031960076,-0.002403602,-0.0035622315,0.0002619177,-0.0012131957,1
TCGA-A1-A0SO-01,-0.0019148216,0.003262043,-0.004912913,-0.0024453923,0.0023615882,-0.0031626783,0.002275288,-0.010998026,0.0015413873,-0.009303756,0.0022886023,0.009451248,0.0014017783,0.002264507,-1.4603138e-05,-0.0027464405,-0.0026731268,0.00050822645,0.001105912,0.008647986,0.0024168938,0.00086537004,-0.0056529045,0.010492051,-0.0060162544,-0.005467482,-0.002169989,-0.0021001538,0.0037207603,-0.0047152312,0.0072121546,0.0015279138,1
TCGA-A1-A0SP-01,0.010766938,-0.0026982427,0.005973704,0.0002881959,-0.00334052,0.0011282824,0.0088678375,0.007950451,-0.00042812154,0.0057770237,-0.003795758,-0.005808808,0.0010161884,0.0032608733,-0.0020058043,0.00032038987,-0.004223734,-0.0025677048,-0.0043539554,-0.016679134,-0.012159914,0.0042359084,0.001953438,-0.012387628,0.005811274,-0.0004633069,0.0064498857,0.0076658586,-0.003508918,-0.00010057259,-0.0019592345,0.0007364182,1
TCGA-A1-A0SQ-01,0.004285097,0.0030318387,0.0010473579,-0.0012391359,-0.0017875507,0.000848582,0.002591081,-0.0004671067,0.0029461235,0.002753444,-0.0029269233,0.0034890939,0.0011443198,0.001472272,0.00047592074,-0.0026520938,-0.0037096739,0.0015923008,0.0022872016,-0.0026654229,-0.005038604,0.001479499,-0.00059358776,-0.0027909297,0.00025958568,0.00092130154,0.0013861656,0.0012991698,-7.606298e-05,-0.0019009234,0.0030317456,0.0006582411,1
TCGA-A2-A04N-01,-0.0016596094,-0.001003053,0.0005751103,-0.003441058,0.002368316,-0.001109954,0.0025879815,-0.0043217503,0.0023601465,-0.0051388964,-0.0012981072,0.008385682,0.0027387328,0.0052373335,0.004618436,-0.0035213158,0.0024469346,0.00027436018,0.0013066083,-0.000333637,-0.0023826063,0.00017634034,-0.0035630465,0.0041949414,-0.0037399605,-0.0054084286,-0.0038464814,0.0029398138,-0.002239965,-0.0025681602,-0.0007353872,-0.0008864915,0
TCGA-A2-A04P-01,0.0033591092,0.0030973777,0.00507275,0.0015656576,-0.004920423,-0.0029735006,0.005169444,0.0019142628,-0.0037192404,-0.000499554,-0.004431054,-0.0026324,0.0024872907,0.0032735318,0.00010725111,-0.0019933432,-0.003936261,0.001761619,-0.00018308312,-0.0025028065,-0.004740678,0.0034195632,-0.0046476573,-0.00263807,0.00073250383,-0.00428921,-0.004199818,0.0030485177,-0.0018048137,-0.003832438,0.00031858683,0.001155193,1
TCGA-A2-A04Q-01,0.0035998225,0.0011224411,0.002370648,-0.0025834292,-0.00045660883,-0.001058232,0.0030409843,-4.439801e-05,0.0019254945,0.0022480935,-0.004768349,0.004323,0.002501592,0.0026394054,0.0018551126,-0.0017975122,-0.0017234683,0.001306165,0.00044876337,-0.002689384,-0.005202692,0.0013487041,-0.0017750412,-0.0014894046,-0.0009796694,-0.0011521876,-2.8572977e-05,0.0027165273,-0.0026617795,-0.001876791,0.0023200065,0.0011684308,0
TCGA-A2-A04R-01,-0.0054855496,0.007249918,-0.006028235,7.877499e-05,0.00090324134,-0.0027971938,0.0017580464,-0.010576323,-0.0001312159,-0.003945537,0.0010124296,0.010575443,-0.0012524873,0.00073094666,-2.880022e-05,-0.0032847524,-0.006165698,0.004935816,0.0045092627,0.013950609,0.0006121844,-0.0017647743,-0.009451121,0.00895573,-0.005461678,-0.0044010356,-0.0022919402,-0.0042563574,0.0011350065,-0.0045325356,0.009988271,0.0024200017,0
TCGA-A2-A04T-01,0.008296624,-0.0010233372,0.004994102,0.0010699853,-0.0018032044,-4.0706247e-05,0.005906351,0.006271288,0.0020376928,0.007490717,-0.004239477,0.0028129416,0.005909752,0.0015361384,0.0020227805,-0.0014610812,0.0004904792,-0.0018615872,-0.0012483969,-0.013256479,-0.0059810467,0.0014409944,0.0019766837,-0.0072778855,0.006512128,0.0010154843,-0.0014094636,0.0072214985,-0.0004018396,0.0013953699,-0.0045991167,-0.0029519806,0
TCGA-A2-A04U-01,0.0069734827,0.0013441518,0.0015102923,-0.0047544315,-0.002884291,-0.0070526935,0.005040176,-0.00029200688,-0.00023275986,0.0018997565,-0.0021234527,0.0032494953,0.0064771585,0.004530214,-0.0016158223,0.0051668137,-0.0023252442,-0.0013272092,0.0036476254,-0.0023473427,-0.007445842,0.0021266863,-0.00088986754,-0.0049457084,-0.0031906143,0.0028385222,-0.0010045841,0.0017396482,-0.0022164285,-0.0029120566,-0.00041985512,-0.0009928513,0
TCGA-A2-A04V-01,0.00059849024,0.0034092925,-0.003625378,-0.0063323304,0.00069554895,-0.0012506731,0.0016318411,-0.002337031,0.0016589053,-0.0040890574,-0.0004663095,0.0066296104,0.0019119866,0.0061869547,0.0028901063,-0.002017349,-0.0028421655,-0.00059209764,0.0040708184,-0.00083066523,-0.002824802,0.0013465881,-4.917383e-06,0.0012336057,-0.00031924248,-0.0055469796,0.0007387027,0.0017626444,-0.0021471977,-0.005632025,0.0038741305,7.567275e-05,0
TCGA-A2-A04W-01,0.0078056753,0.003605269,-0.002428867,-0.00027466565,-0.0008953586,0.001359351,0.0016101971,-0.00291311,0.0036248155,0.0030356944,-0.0037290975,0.0042469,0.0023166277,0.0029101148,0.0037611611,-0.002171412,-0.0017441511,0.0012701228,0.0032830387,-0.0032478794,-0.0070237666,0.0026730075,-0.0034188777,-0.001744179,-0.0060440004,-0.0027305707,-0.00038858503,-0.00085455086,0.0049384236,-0.0018213214,0.0007119924,0.004134548,0
TCGA-A2-A04X-01,-0.0059896633,0.0006101839,-0.0045800507,-0.00017480552,-0.00016307086,0.0027293619,0.00050053746,-0.007178724,0.0035757683,-0.0041037723,-0.005509697,0.010301072,0.0011193268,0.0030823424,-7.171556e-05,-0.0020054728,-0.002474077,0.0019206777,0.0032687634,0.009033404,-0.0033998117,-2.7820468e-05,-0.0048077554,0.0047176275,-0.007086888,0.0009959489,-0.0015326217,-0.0028638383,-0.004454702,-0.004259181,0.005025886,0.0023593092,1
TCGA-A2-A04Y-01,0.0023548454,0.0019308925,-0.0009960234,-0.0017635822,-0.00038386136,-0.0029179417,0.0036477968,-0.004195817,0.00014718994,0.0013812408,-0.0023738816,0.006329096,4.1395426e-05,0.0012322068,0.0020780712,-0.0009426102,-0.0041259453,0.00065132976,0.0027219504,0.002039142,-0.004846327,-0.0012104884,-0.0039285272,0.0013521034,-0.0014554486,0.0007763356,-0.0010268316,0.00024007726,-0.0013100654,-0.0017422782,0.0052768365,0.0031200824,1
TCGA-A2-A0CK-01,0.005345747,0.00261987,0.0010759234,-0.0015157387,-0.0018558055,-0.00057093427,0.004053481,-0.0005188808,0.0010302477,0.004424818,-0.0039841384,0.0016007964,-0.00019390509,0.00092884153,0.0008233078,-0.0006135106,-0.0043310225,0.001645878,0.0025276318,-0.0035929978,-0.005928669,0.0014585406,-0.000653252,-0.0031351224,0.0023801923,0.00084130466,0.00069443136,0.00013544504,-0.00052235276,-0.002549586,0.0022075325,7.426273e-05,0
TCGA-A2-A0CL-01,0.0025243089,0.00036657974,0.0033893138,-0.0028102174,-0.0018949434,-0.00015233457,0.0032087043,-0.0012564063,0.0026414134,0.0021627694,-0.0035722777,0.004142834,0.0027739815,0.0019761845,0.0009772517,-0.0015208721,-0.0032030866,0.0009468645,0.00065143406,-0.002677761,-0.0053037666,0.0011452436,-0.0018354729,-0.0030478574,-0.0004780367,-0.0005336106,-3.7007034e-05,0.003022288,-0.0008712709,-0.0012225034,0.001631543,0.0012444193,0
TCGA-A2-A0CM-01,0.0062687993,0.008347951,-0.0018732026,-0.0021702424,-0.003549032,-0.00066688657,0.005484402,0.0012527816,0.00067866966,0.0070388094,-0.0060413405,-0.0032191183,0.00026107952,0.0033495054,0.00058797374,4.5329332e-05,-0.005427696,0.001255367,-0.0002405271,-0.0054633766,-0.005379066,0.0042480007,0.0021827817,-0.003362175,0.0060355663,0.00084631145,0.0016149059,-0.00029124971,0.0008760616,-0.0036151828,0.00015343726,0.00042173546,1
TCGA-A2-A0CO-01,0.005388126,-0.00079482794,0.0013740361,-0.0021593794,-0.0005860552,-0.0006712936,0.004943542,-0.0017402917,0.0014746822,0.0012585744,-0.0055268332,0.0037640715,0.0009647645,0.0038801357,0.0010212734,-0.000904195,-0.0014528856,-0.00021460652,0.00228405,-0.004601881,-0.005787432,0.00221508,-0.0023677573,0.00015287288,-0.00025705993,0.0010313392,-0.0009054169,0.00292606,-0.0031008571,-0.002541271,0.0015860423,-0.00021110754,0
TCGA-A2-A0CP-01,0.00043108314,0.00086546317,0.00056862086,-0.000441961,0.0024364144,-0.0008283928,0.002957262,-0.002658736,0.0016652085,-0.0026211515,-0.0008130893,0.007883484,0.0036768056,0.006224446,0.003659144,-0.004681796,0.001358904,-2.1889806e-05,0.003869556,0.001004003,-0.00221131,0.00093682855,-0.004098378,0.0051941574,-0.0018553957,-0.0052582324,-0.0031409934,0.0028232122,0.0003759712,-0.0040734457,0.0010217428,0.00044101942,0
TCGA-A2-A0CQ-01,0.0056453496,0.002945561,-0.00012552738,-0.0019915104,-0.0010936484,0.00026447698,0.0036345944,-0.0010314137,0.0018920153,0.004020579,-0.004274912,0.0017295983,0.0005964264,0.0017308965,0.00011171028,-0.0006495565,-0.004122488,0.0013573766,0.0018407255,-0.003383644,-0.0056125633,0.002334416,-0.00071306527,-0.0018013958,0.0019997135,0.0011082739,0.0009833574,0.0007169591,-0.000943698,-0.0021023722,0.0022566244,0.00018241722,0
TCGA-A2-A0CR-01,0.013598703,-0.0008046888,0.004648216,-0.000106967986,-0.004425749,0.0015182644,0.0064764395,0.00807672,0.0023392998,0.009071253,-0.003930941,-0.0047461297,0.0018211566,0.0022792444,-0.0011306889,-0.001569666,-0.004447393,-0.0013605617,-0.0013314262,-0.016374774,-0.009960644,0.0040999725,0.004004769,-0.010125751,0.008578882,0.0039096773,0.0036816746,0.0047384994,-0.0016480088,-0.0009094672,-0.0039255098,-0.001934533,0
TCGA-A2-A0CS-01,0.0056453496,0.002945561,-0.00012552738,-0.0019915104,-0.0010936484,0.00026447698,0.0036345944,-0.0010314137,0.0018920153,0.004020579,-0.004274912,0.0017295983,0.0005964264,0.0017308965,0.00011171028,-0.0006495565,-0.004122488,0.0013573766,0.0018407255,-0.003383644,-0.0056125633,0.002334416,-0.00071306527,-0.0018013958,0.0019997135,0.0011082739,0.0009833574,0.0007169591,-0.000943698,-0.0021023722,0.0022566244,0.00018241722,0
TCGA-A2-A0CT-01,-0.0017335266,0.007236466,-0.0068074614,-0.0017139539,0.00102216,-0.0022793747,-0.0010101721,-0.009121537,0.0016203336,0.00017445534,-0.001813069,0.006101016,-0.0021140613,-7.046014e-05,0.00060716644,-0.0024794266,-0.008257434,0.0041432455,0.0067890584,0.008823521,-0.001817204,0.0006273985,-0.0054172724,0.0058044046,-0.0034864545,-0.0030806959,0.002185382,-0.004149447,0.0015595257,-0.004229729,0.0087559745,0.0022535333,0
TCGA-A2-A0CU-01,-0.006887153,0.0043019056,-0.006800212,-0.0044904873,0.006059088,-0.002284158,-0.0041218773,-0.013357639,0.0027817152,-0.009727992,-0.00058252364,0.011400588,0.0014338903,0.0053462014,0.0050062947,-0.005911179,-0.0023324415,0.0035517886,0.004979737,0.014701098,-0.00011049211,-0.0016516298,-0.011130959,0.013368478,-0.010180034,-0.008232474,-0.00010161847,-0.001540984,0.0025463775,-0.004163784,0.0072786286,0.0035387622,1
TCGA-A2-A0CV-01,0.013023078,0.0024426058,0.00300584,-0.00087400526,-0.004265398,0.002502272,0.005128376,0.0068394393,0.0036928058,0.012453295,-0.004977286,-0.0048719104,0.0015329346,0.0011760965,-0.0015041754,-0.0012751222,-0.004838139,-0.00022274256,-5.4456294e-05,-0.014912367,-0.0098070055,0.0043923706,0.0050632954,-0.0104462225,0.009361282,0.0051392764,0.0038765892,0.0031277956,0.00022560358,-0.0010957913,-0.0030495748,-0.0028462792,0
TCGA-A2-A0CW-01,0.003982857,0.00013786182,0.0011755079,0.0006974563,-0.0019962639,-0.0012010075,0.0038936734,0.0008390285,-0.000121600926,0.0062593967,-0.0008232519,0.0042704297,0.0039284937,0.0032471046,0.001742363,-0.0019269213,-0.002668731,0.0016813502,0.004173048,-0.0038897544,-0.0067672953,0.0024958923,-0.00277251,-0.0021764003,0.0004883781,-0.0012557134,-0.0009387508,0.003946484,-0.0021737665,-0.0018866034,0.003461115,-0.0034920415,0
TCGA-A2-A0CX-01,-0.0063827634,0.0051527955,-0.0056745484,-0.0013485625,0.002430074,-0.0029234923,0.0019281805,-0.013091087,0.0012891963,-0.0067175627,-0.002119258,0.0108500095,-0.0028511994,0.00084186345,0.0016167685,-0.0017717928,-0.0012099966,0.0033840612,0.008742578,0.0109973475,-0.0022512525,-0.0018777326,-0.009161428,0.009120757,-0.0072191656,-0.0050762966,9.675324e-05,-0.0023106886,-0.0021172091,-0.005519976,0.008138083,-0.00037418772,1
TCGA-A2-A0D0-01,0.007882595,0.000111058354,0.0049090385,-0.00045914203,-0.0012884587,0.0026639514,0.00014231354,0.0045155287,0.0018672235,0.008250855,-0.0039955154,0.0006796513,0.0017181672,-4.311651e-05,-0.00024025887,-0.0026177242,0.00038485974,-0.0017296784,-0.0019283295,-0.012580361,-0.0067048073,0.0034061372,0.0035582632,-0.004416475,0.00847055,0.00067900866,0.0020480454,0.005877939,0.001824148,-0.0043264003,-0.0035734102,-0.0010412661,0
TCGA-A2-A0D1-01,0.0013623685,0.0040966645,-0.0044753253,-0.004368387,0.004420668,-0.0006902665,0.0012106448,-0.0075706244,0.002015423,-0.006796308,0.0034257397,0.013843482,0.00018057227,0.0034551546,-0.00037362054,-0.003871806,-0.00075336546,0.0029899403,0.0018172488,0.0052644983,-0.0007938072,-0.0013427362,-0.00814338,0.0110251475,-0.0043566674,-0.00608778,-0.0048804805,-0.00028109457,0.008001663,0.0012602312,0.0011865124,0.0034876084,1
TCGA-A2-A0D2-01,-0.0008614361,0.005149845,-0.0039160773,-0.0005576685,0.0005908832,-0.00057530776,0.00092381984,-0.0077463314,0.0015595965,-0.003628455,0.00065132976,0.0084777875,4.94048e-05,0.0023261681,0.0012232959,-0.0038592443,-0.0036398098,0.0029728115,0.0049444363,0.009307817,-0.0014599413,-0.00087063015,-0.008043528,0.0065476596,-0.0037893802,-0.0046687126,-0.0010798872,-0.0011446392,0.0011634901,-0.003658262,0.0060365796,0.0016671577,1
TCGA-A2-A0D3-01,0.0062411875,0.005409576,-0.001294367,0.00029749423,-0.0007641688,0.001574982,0.0027137473,-0.001606375,0.003592588,0.005724825,-0.0039539263,0.0024110805,-0.00017584115,0.002801083,0.00018015876,-0.0011114404,-0.003991477,0.0021383837,0.0049959198,-0.0023650452,-0.005335599,0.0014723688,-0.0017354935,-0.001403993,0.001161769,0.0017697886,0.00186757,3.3416785e-05,-0.0002834499,-0.0028709294,0.0042009354,-0.00016766693,0
TCGA-A2-A0D4-01,-0.0055748075,0.003593631,-0.0060980245,-0.0020479932,0.00503587,-0.0029428862,0.003146328,-0.012103543,0.0016053133,-0.006737165,-0.0005691126,0.011198885,0.0009751022,0.0021804497,0.0031587183,-0.0028207153,-0.0016437247,0.0016168281,0.0035153031,0.009315178,1.2919307e-05,-0.0019102693,-0.0073165745,0.010114273,-0.005461812,-0.0062741414,-0.002646096,-0.0028222082,-0.00049187243,-0.0029300274,0.0066128448,-0.0002190778,1
TCGA-A2-A0EM-01,0.0056453496,0.002945561,-0.00012552738,-0.0019915104,-0.0010936484,0.00026447698,0.0036345944,-0.0010314137,0.0018920153,0.004020579,-0.004274912,0.0017295983,0.0005964264,0.0017308965,0.00011171028,-0.0006495565,-0.004122488,0.0013573766,0.0018407255,-0.003383644,-0.0056125633,0.002334416,-0.00071306527,-0.0018013958,0.0019997135,0.0011082739,0.0009833574,0.0007169591,-0.000943698,-0.0021023722,0.0022566244,0.00018241722,0
TCGA-A2-A0EN-01,0.0047768354,0.0025776587,-9.728223e-05,-2.7246773e-05,-0.0005562082,-0.00024527684,0.0029847845,-9.419024e-05,0.002761025,0.0032500178,-0.0041958317,0.0029296577,0.0015055053,0.0011752471,0.0011235587,8.653104e-05,-0.0039603785,0.0012354031,0.0019014031,-0.0039362535,-0.005869724,0.003031969,0.0008815229,-0.0005955044,0.0024746284,0.0011127666,0.0004124418,0.0014332617,0.00026623905,-0.0029798867,0.0024632812,0.0009928653,0
TCGA-A2-A0EO-01,0.0053917915,0.0056599714,-0.0019244626,-0.0007832721,-0.0010354891,0.00091308355,0.002106987,-0.0015043244,0.003170576,0.004937798,-0.0027607977,0.002105577,-6.599352e-05,0.0012295619,0.00012264028,-0.0023019463,-0.006108217,0.0019222051,0.003913678,-0.0017803535,-0.004953526,0.00246308,-9.9003315e-05,-0.0015999824,0.0022072196,0.0008665323,0.0024969056,-0.00055875536,0.0014415756,-0.0029004263,0.004447408,0.00017330702,0
